SHIPMENT_NUMBER,CARRIER_ID,VEHICLE_SIZE,VEHICLE_BUILD_UP,FIRST_COLLECTION_POST_CODE,LAST_DELIVERY_POST_CODE,FIRST_COLLECTION_LATITUDE,FIRST_COLLECTION_LONGITUDE,LAST_DELIVERY_LATITUDE,LAST_DELIVERY_LONGITUDE,FIRST_COLLECTION_SCHEDULE_EARLIEST,FIRST_COLLECTION_SCHEDULE_LATEST,LAST_DELIVERY_SCHEDULE_EARLIEST,LAST_DELIVERY_SCHEDULE_LATEST,on_time_estimation
SEZHUK-231109-261111,CAUK001022,3.5T Van,LWB Van,SL3 0BB,E1W 2DA,51.470809,-0.514738,51.508022,-0.05711,2023-11-24 05:45:00+00:00,2023-11-24 06:45:00+00:00,2023-11-24 08:15:00+00:00,2023-11-24 09:15:00+00:00,True
SEZHUK-231109-261112,CAUK001022,3.5T Van,LWB Van,E1W 2DA,SL3 0BB,51.508022,-0.05711,51.470809,-0.514738,2023-11-24 19:05:00+00:00,2023-11-24 20:05:00+00:00,2023-11-24 21:05:00+00:00,2023-11-24 22:05:00+00:00,False
SEZHUK-231109-261117,CAUK001022,3.5T Van,LWB Van,E1W 2DA,SL3 0BB,51.508022,-0.05711,51.470809,-0.514738,2023-11-22 19:05:00+00:00,2023-11-22 20:05:00+00:00,2023-11-22 21:05:00+00:00,2023-11-22 22:05:00+00:00,True
SEZHUK-231109-261122,CAUK001009,3.5T Van,LWB Van,CR0 4TD,DE74 2TR,51.383725,-0.138625,52.826322,-1.348973,2023-11-20 15:30:00+00:00,2023-11-20 16:30:00+00:00,2023-11-20 20:00:00+00:00,2023-11-20 21:00:00+00:00,True
SEZHUK-231109-261125,CAUK001009,3.5T Van,LWB Van,EN1 1TX,DE74 2TR,51.650981,-0.054718,52.826322,-1.348973,2023-11-23 16:15:00+00:00,2023-11-23 17:15:00+00:00,2023-11-23 20:00:00+00:00,2023-11-23 21:00:00+00:00,True
SEZHUK-231109-261126,CAUK001022,3.5T Van,LWB Van,SL3 0BB,E1W 2DA,51.470809,-0.514738,51.508022,-0.05711,2023-11-23 05:45:00+00:00,2023-11-23 06:45:00+00:00,2023-11-23 08:15:00+00:00,2023-11-23 09:15:00+00:00,True
SEZHUK-231109-261129,CAUK001009,3.5T Van,LWB Van,EN1 1TX,DE74 2TR,51.650981,-0.054718,52.826322,-1.348973,2023-11-20 16:15:00+00:00,2023-11-20 17:15:00+00:00,2023-11-20 20:00:00+00:00,2023-11-20 21:00:00+00:00,True
SEZHUK-231109-261130,CAUK001009,3.5T Van,LWB Van,SE14 5RW,DE74 2TR,51.507218,-0.127586,52.826322,-1.348973,2023-11-21 15:30:00+00:00,2023-11-21 16:30:00+00:00,2023-11-21 20:00:00+00:00,2023-11-21 21:00:00+00:00,True
SEZHUK-231109-261131,CAUK001022,3.5T Van,LWB Van,SL3 0BB,E1W 2DA,51.470809,-0.514738,51.508022,-0.05711,2023-11-22 05:45:00+00:00,2023-11-22 06:45:00+00:00,2023-11-22 08:15:00+00:00,2023-11-22 09:15:00+00:00,True
SEZHUK-231109-261140,CAUK001009,3.5T Van,LWB Van,DE74 2TR,NW10 7NZ,52.829374,-1.332134,51.537524,-0.27074,2023-11-24 04:45:00+00:00,2023-11-24 05:45:00+00:00,2023-11-24 08:15:00+00:00,2023-11-24 09:15:00+00:00,True
SEZHUK-231109-261141,CAUK001009,3.5T Van,LWB Van,DE74 2TR,NW10 7NZ,52.829374,-1.332134,51.537524,-0.27074,2023-11-22 04:45:00+00:00,2023-11-22 05:45:00+00:00,2023-11-22 08:15:00+00:00,2023-11-22 09:15:00+00:00,True
SEZHUK-231109-261143,CAUK001009,3.5T Van,LWB Van,DE74 2TR,EN1 1TX,52.829374,-1.332134,51.650981,-0.054718,2023-11-23 04:45:00+00:00,2023-11-23 05:45:00+00:00,2023-11-23 08:15:00+00:00,2023-11-23 09:15:00+00:00,True
SEZHUK-231109-261145,CAUK001009,3.5T Van,LWB Van,CO4 9QJ,DE74 2TR,51.920887,0.927015,52.829374,-1.332134,2023-11-21 17:30:00+00:00,2023-11-21 18:30:00+00:00,2023-11-21 21:10:00+00:00,2023-11-21 22:10:00+00:00,True
SEZHUK-231109-261150,CAUK001009,3.5T Van,LWB Van,NP10 9DQ,DE74 2TR,51.582459,-3.043825,52.829374,-1.332134,2023-11-25 08:30:00+00:00,2023-11-25 09:30:00+00:00,2023-11-25 12:30:00+00:00,2023-11-25 13:30:00+00:00,True
SEZHUK-231109-261151,CAUK001009,3.5T Van,LWB Van,CO4 9QJ,DE74 2TR,51.920887,0.927015,52.829374,-1.332134,2023-11-23 17:30:00+00:00,2023-11-23 18:30:00+00:00,2023-11-23 21:10:00+00:00,2023-11-23 22:10:00+00:00,True
SEZHUK-231109-261153,CAUK001009,3.5T Van,LWB Van,DE74 2TR,CO4 9QJ,52.829374,-1.332134,51.920887,0.927015,2023-11-21 04:50:00+00:00,2023-11-21 05:50:00+00:00,2023-11-21 08:50:00+00:00,2023-11-21 09:50:00+00:00,True
SEZHUK-231109-261154,CAUK001009,3.5T Van,LWB Van,DE74 2TR,L24 8RF,52.829374,-1.332134,53.349124,-2.876108,2023-11-24 04:45:00+00:00,2023-11-24 05:45:00+00:00,2023-11-24 09:00:00+00:00,2023-11-24 10:00:00+00:00,True
SEZHUK-231109-261175,CAUK001009,3.5T Van,LWB Van,DE74 2TR,EN1 1TX,52.829374,-1.332134,51.650981,-0.054718,2023-11-22 04:50:00+00:00,2023-11-22 05:50:00+00:00,2023-11-22 08:20:00+00:00,2023-11-22 09:20:00+00:00,True
SEZHUK-231109-261193,CAUK001009,3.5T Van,LWB Van,NE11 0JY,DE74 2TR,54.922706,-1.607332,52.829374,-1.332134,2023-11-22 17:25:00+00:00,2023-11-22 18:25:00+00:00,2023-11-22 21:10:00+00:00,2023-11-22 22:10:00+00:00,True
SEZHUK-231109-261195,CAUK001009,3.5T Van,LWB Van,DE74 2TR,CO4 9QJ,52.829374,-1.332134,51.920887,0.927015,2023-11-23 04:50:00+00:00,2023-11-23 05:50:00+00:00,2023-11-23 08:50:00+00:00,2023-11-23 09:50:00+00:00,True
SEZHUK-231109-261206,CAUK001009,3.5T Van,LWB Van,NP10 9DQ,DE74 2TR,51.582459,-3.043825,52.829374,-1.332134,2023-11-20 17:50:00+00:00,2023-11-20 18:50:00+00:00,2023-11-20 21:30:00+00:00,2023-11-20 22:30:00+00:00,True
SEZHUK-231109-261209,CAUK001009,3.5T Van,LWB Van,DE74 2TR,SL3 0BB,52.829374,-1.332134,51.470193,-0.51286,2023-11-20 03:00:00+00:00,2023-11-20 04:00:00+00:00,2023-11-20 06:30:00+00:00,2023-11-20 09:30:00+00:00,True
SEZHUK-231109-261218,CAUK001009,3.5T Van,LWB Van,DE74 2TR,EN1 1TX,52.829374,-1.332134,51.650981,-0.054718,2023-11-21 04:45:00+00:00,2023-11-21 05:45:00+00:00,2023-11-21 08:15:00+00:00,2023-11-21 09:15:00+00:00,True
SEZHUK-231109-261276,CAUK000222,Tractor Unit,Curtain-Side 13.6M Trailer,BS35 4GG,BS11 9BT,51.55257,-2.65344,51.511084,-2.703002,2023-11-10 09:00:00+00:00,2023-11-10 09:30:00+00:00,2023-11-10 13:30:00+00:00,2023-11-10 14:00:00+00:00,True
SEZHUK-231109-261295,CAUK000029,Tractor Unit,Curtain-Side 13.6M Trailer,S80 3FY,MK42 6EY,53.293393,-1.074008,52.093182,-0.475758,2023-11-11 10:00:00+00:00,2023-11-11 10:59:00+00:00,2023-11-11 15:55:00+00:00,2023-11-11 16:25:00+00:00,True
SEZHUK-231109-261297,CAUK000863,Tractor Unit,Curtain-Side 13.6M Trailer,S80 3FY,UB6 0AA,53.293393,-1.074008,51.542359,-0.344091,2023-11-12 13:00:00+00:00,2023-11-12 13:59:00+00:00,2023-11-13 10:55:00+00:00,2023-11-13 11:25:00+00:00,True
SEZHUK-231109-261298,CAUK000689,Tractor Unit,Curtain-Side 13.6M Trailer,DN11 9HE,BS35 4GH,53.437296,-1.068189,51.543559,-2.643336,2023-11-10 15:00:00+00:00,2023-11-10 15:59:00+00:00,2023-11-13 07:55:00+00:00,2023-11-13 08:25:00+00:00,True
SEZHUK-231109-261301,CAUK000029,Tractor Unit,Curtain-Side 13.6M Trailer,S80 3FY,SP4 7GQ,53.293393,-1.074008,51.17534,-1.753679,2023-11-12 14:00:00+00:00,2023-11-12 15:00:00+00:00,2023-11-13 08:55:00+00:00,2023-11-13 09:25:00+00:00,False
SEZHUK-231109-261305,CAUK000124,Tractor Unit,Curtain-Side 13.6M Trailer,B46 1DA,LE67 1UA,52.523278,-1.709032,52.701119,-1.339519,2023-11-14 10:00:00+00:00,2023-11-14 13:00:00+00:00,2023-11-15 09:00:00+00:00,2023-11-15 09:00:00+00:00,False
SEZHUK-231109-261311,CAUK000155,Tractor Unit,Curtain-Side 13.6M Trailer,L11 0JA,RG2 0PN,53.462845,-2.896967,51.419654,-0.973301,2023-11-10 17:00:00+00:00,2023-11-10 17:01:00+00:00,2023-11-11 11:55:00+00:00,2023-11-11 12:25:00+00:00,False
SEZHUK-231109-261315,CAUK000155,Tractor Unit,Curtain-Side 13.6M Trailer,L11 0JA,RM19 1ND,53.462845,-2.896967,51.480755,0.261461,2023-11-10 13:00:00+00:00,2023-11-10 13:01:00+00:00,2023-11-11 03:55:00+00:00,2023-11-11 04:25:00+00:00,True
SEZHUK-231109-261316,CAUK000155,Tractor Unit,Curtain-Side 13.6M Trailer,L11 0JA,ME11 5AR,53.462845,-2.896967,51.411125,0.752907,2023-11-10 14:00:00+00:00,2023-11-10 14:01:00+00:00,2023-11-11 09:55:00+00:00,2023-11-11 10:25:00+00:00,True
SEZHUK-231109-261317,CAUK000689,Tractor Unit,Curtain-Side 13.6M Trailer,DN3 3FG,TQ12 6GN,53.537133,-1.037405,50.55996,-3.669927,2023-11-13 06:00:00+00:00,2023-11-13 18:00:00+00:00,2023-11-14 06:02:00+00:00,2023-11-14 06:30:00+00:00,True
SEZHUK-231109-261319,CAUK000155,Tractor Unit,Box,DA8 1DL,EH54 8QX,51.491735,0.171025,55.901847,-3.583873,2023-11-14 11:00:00+00:00,2023-11-14 11:30:00+00:00,2023-11-15 08:00:00+00:00,2023-11-15 08:30:00+00:00,True
SEZHUK-231109-261351,CAUK000876,Tractor Unit,Curtain-Side 13.6M Trailer,LS24 9SD,BT26 6JJ,53.886427,-1.271051,54.474078,-6.104285,2023-11-10 12:00:00+00:00,2023-11-10 12:30:00+00:00,2023-11-14 07:30:00+00:00,2023-11-14 08:00:00+00:00,True
SEZHUK-231109-261352,CAUK000876,Tractor Unit,Curtain-Side 13.6M Trailer,DE14 2WT,BT26 6JJ,52.800481,-1.663328,54.474078,-6.104285,2023-11-14 12:00:00+00:00,2023-11-14 12:30:00+00:00,2023-11-16 07:30:00+00:00,2023-11-16 08:00:00+00:00,False
SEZHUK-231109-261353,CAUK000310,Tractor Unit,Curtain-Side 13.6M Trailer,DE14 2WT,NN8 6GR,52.800481,-1.663328,52.30156,-0.733166,2023-11-13 06:30:00+00:00,2023-11-13 07:00:00+00:00,2023-11-13 10:00:00+00:00,2023-11-13 10:30:00+00:00,True
SEZHUK-231109-261358,CAUK000222,Tractor Unit,Curtain-Side 13.6M Trailer,L11 0JA,NN4 9BB,53.462845,-2.896967,52.215154,-0.947502,2023-11-13 11:00:00+00:00,2023-11-13 11:01:00+00:00,2023-11-13 18:15:00+00:00,2023-11-13 18:45:00+00:00,False
SEZHUK-231109-261369,CAUK000310,Tractor Unit,Curtain-Side 13.6M Trailer,NN4 9BA,DA18 4AG,52.213462,-0.951036,51.497213,0.142124,2023-11-13 10:30:00+00:00,2023-11-13 11:00:00+00:00,2023-11-13 15:00:00+00:00,2023-11-13 15:30:00+00:00,True
SEZHUK-231109-261376,CAUK000115,Tractor Unit,Curtain-Side 13.6M Trailer,LS10 1SL,CH62 4TG,53.771668,-1.514934,53.346913,-2.988986,2023-11-10 17:00:00+00:00,2023-11-10 17:30:00+00:00,2023-11-10 21:30:00+00:00,2023-11-10 22:00:00+00:00,False
SEZHUK-231109-261386,CAUK000876,Tractor Unit,Curtain-Side 13.6M Trailer,B46 1TT,BT26 6JJ,52.524545,-1.712207,54.474078,-6.104285,2023-12-07 14:00:00+00:00,2023-12-07 14:30:00+00:00,2023-12-08 07:30:00+00:00,2023-12-08 08:00:00+00:00,True
SEZHUK-231109-261387,CAUK000876,Tractor Unit,Curtain-Side 13.6M Trailer,B46 1TT,BT26 6JJ,52.524545,-1.712207,54.474078,-6.104285,2023-12-14 14:00:00+00:00,2023-12-14 14:30:00+00:00,2023-12-15 07:30:00+00:00,2023-12-15 08:00:00+00:00,False
SEZHUK-231109-261388,CAUK000876,Tractor Unit,Curtain-Side 13.6M Trailer,B46 1TT,BT26 6JJ,52.524545,-1.712207,54.474078,-6.104285,2023-12-14 14:00:00+00:00,2023-12-14 14:30:00+00:00,2023-12-15 07:30:00+00:00,2023-12-15 08:00:00+00:00,False
SEZHUK-231109-261395,CAUK000876,Tractor Unit,Curtain-Side 13.6M Trailer,B46 1TT,BT26 6JJ,52.524545,-1.712207,54.474078,-6.104285,2023-12-27 14:00:00+00:00,2023-12-27 14:30:00+00:00,2023-12-28 07:30:00+00:00,2023-12-28 08:00:00+00:00,True
SEZHUK-231109-261400,CAUK000029,Tractor Unit,Curtain-Side 13.6M Trailer,S80 3FY,NN4 9BX,53.293393,-1.074008,52.219327,-0.954725,2023-11-11 11:00:00+00:00,2023-11-11 11:59:00+00:00,2023-11-11 16:55:00+00:00,2023-11-11 17:25:00+00:00,True
SEZHUK-231109-261401,CAUK000863,Tractor Unit,Curtain-Side 13.6M Trailer,DE14 2WT,NW10 7LQ,52.800481,-1.663328,51.526489,-0.266374,2023-11-10 12:00:00+00:00,2023-11-10 12:30:00+00:00,2023-11-13 14:00:00+00:00,2023-11-13 14:30:00+00:00,True
SEZHUK-231109-261408,CAUK000019,Tractor Unit,Curtain-Side 13.6M Trailer,LE19 1WY,DA1 2DS,52.601576,-1.18816,51.439021,0.20267,2023-11-10 03:45:00+00:00,2023-11-10 04:15:00+00:00,2023-11-10 21:30:00+00:00,2023-11-10 22:00:00+00:00,True
SEZHUK-231109-261435,CAUK000310,Tractor Unit,Curtain-Side 13.6M Trailer,DE14 2WT,OX11 7HJ,52.800481,-1.663328,51.619119,-1.256837,2023-11-13 05:30:00+00:00,2023-11-13 06:00:00+00:00,2023-11-13 10:00:00+00:00,2023-11-13 10:30:00+00:00,True
SEZHUK-231109-261437,CAUK000051,Tractor Unit,Curtain-Side 13.6M Trailer,NN9 5DB,ST4 4EX,52.3256,-0.613059,52.990933,-2.182771,2023-11-13 12:30:00+00:00,2023-11-13 13:00:00+00:00,2023-11-13 16:30:00+00:00,2023-11-13 17:00:00+00:00,True
SEZHUK-231109-261440,CAUK000310,Tractor Unit,Curtain-Side 13.6M Trailer,NN9 5DB,CW9 7WA,52.3256,-0.613059,53.254095,-2.475224,2023-11-13 06:30:00+00:00,2023-11-13 07:00:00+00:00,2023-11-13 11:50:00+00:00,2023-11-13 12:20:00+00:00,False
SEZHUK-231109-261446,CAUK000250,Tractor Unit,Curtain-Side 13.6M Trailer,S80 3FY,MULLINGAR,53.293393,-1.074008,53.525595,-7.321696,2023-11-14 04:00:00+00:00,2023-11-14 04:59:00+00:00,2023-11-16 18:25:00+00:00,2023-11-16 18:55:00+00:00,True
SEZHUK-231109-261483,CAUK000781,Tractor Unit,Curtain-Side 13.6M Trailer,L11 0JA,CV9 2SQ,53.462845,-2.896967,52.583936,-1.557171,2023-11-13 08:00:00+00:00,2023-11-13 08:01:00+00:00,2023-11-13 14:55:00+00:00,2023-11-13 15:25:00+00:00,False
SEZHUK-231109-261487,CAUK000689,Tractor Unit,Curtain-Side 13.6M Trailer,DE14 2WT,CF11 8TS,52.800481,-1.663328,51.459807,-3.195345,2023-11-10 13:36:00+00:00,2023-11-13 11:30:00+00:00,2023-11-13 11:00:00+00:00,2023-11-13 11:30:00+00:00,True
SEZHUK-231109-261488,CAUK000029,Tractor Unit,Curtain-Side 13.6M Trailer,S80 3FY,NN17 5ZB,53.293393,-1.074008,52.495677,-0.672211,2023-11-13 09:00:00+00:00,2023-11-13 09:59:00+00:00,2023-11-13 13:25:00+00:00,2023-11-13 13:55:00+00:00,False
SEZHUK-231109-261489,CAUK000940,Tractor Unit,Curtain-Side 13.6M Trailer,L11 0JA,SN3 4DB,53.462845,-2.896967,51.579105,-1.718746,2023-11-13 08:00:00+00:00,2023-11-13 08:01:00+00:00,2023-11-13 17:55:00+00:00,2023-11-13 18:25:00+00:00,True
SEZHUK-231109-261499,CAUK000155,Tractor Unit,Curtain-Side 13.6M Trailer,LS10 1SL,DA14 5DF,53.771668,-1.514934,51.415995,0.118003,2023-11-10 00:01:00+00:00,2023-11-10 00:31:00+00:00,2023-11-10 08:00:00+00:00,2023-11-10 08:30:00+00:00,False
SEZHUK-231109-261506,CAUK000155,Tractor Unit,Curtain-Side 13.6M Trailer,L11 0JA,UB6 8UH,53.462845,-2.896967,51.54329,-0.358536,2023-11-12 10:00:00+00:00,2023-11-12 10:01:00+00:00,2023-11-13 12:55:00+00:00,2023-11-13 13:25:00+00:00,True
SEZHUK-231109-261507,CAUK000155,Tractor Unit,Curtain-Side 13.6M Trailer,LS11 5LX,BS16 3SB,53.767204,-1.547784,51.476091,-2.527994,2023-11-10 03:00:00+00:00,2023-11-10 03:30:00+00:00,2023-11-10 10:30:00+00:00,2023-11-10 11:00:00+00:00,False
SEZHUK-231109-261523,CAUK000250,Tractor Unit,Curtain-Side 13.6M Trailer,S80 3FY,MITCHELSTOWN,53.293393,-1.074008,52.276579,-8.258109,2023-11-10 06:00:00+00:00,2023-11-10 06:59:00+00:00,2023-11-13 10:25:00+00:00,2023-11-13 10:55:00+00:00,True
SEZHUK-231109-261579,CAUK000096,Tractor Unit,Curtain-Side 13.6M Trailer,OL15 8QF,LE19 1WY,53.634051,-2.1142,52.601576,-1.18816,2023-11-10 10:00:00+00:00,2023-11-10 10:30:00+00:00,2023-11-10 16:30:00+00:00,2023-11-10 17:00:00+00:00,True
SEZHUK-231110-261590,CAUK000781,Tractor Unit,Curtain-Side 13.6M Trailer,L11 0JA,WV4 6UD,53.462845,-2.896967,52.560452,-2.099437,2023-11-14 10:00:00+00:00,2023-11-14 10:01:00+00:00,2023-11-14 16:55:00+00:00,2023-11-14 17:25:00+00:00,True
SEZHUK-231110-261596,CAUK000854,Tractor Unit,Curtain-Side 13.6M Trailer,DG16 5HT,G68 0DA,55.003467,-3.042858,55.974345,-3.965864,2023-11-13 06:00:00+00:00,2023-11-13 15:00:00+00:00,2023-11-14 08:02:00+00:00,2023-11-14 08:30:00+00:00,True
SEZHUK-231110-261600,CAUK000096,Tractor Unit,Curtain-Side 13.6M Trailer,HP22 5BL,NG7 2SD,51.779657,-0.772897,52.934662,-1.181471,2023-11-13 09:00:00+00:00,2023-11-13 09:30:00+00:00,2023-11-13 14:30:00+00:00,2023-11-13 15:00:00+00:00,False
SEZHUK-231110-261608,CAUK000124,Tractor Unit,Curtain-Side 13.6M Trailer,DE12 8AA,OX14 4TE,52.690284,-1.548894,51.623911,-1.28,2023-11-14 09:00:00+00:00,2023-11-14 09:00:00+00:00,2023-11-14 12:00:00+00:00,2023-11-14 12:00:00+00:00,True
SEZHUK-231110-261609,CAUK000689,Tractor Unit,Curtain-Side 13.6M Trailer,L11 0JA,CF3 2GJ,53.462845,-2.896967,51.50328,-3.109119,2023-11-12 02:00:00+00:00,2023-11-12 03:00:00+00:00,2023-11-12 09:55:00+00:00,2023-11-12 10:25:00+00:00,True
SEZHUK-231110-261613,CAUK000689,Tractor Unit,Curtain-Side 13.6M Trailer,DN8 5TE,CF15 7UN,53.566639,-0.919839,51.568344,-3.252966,2023-11-13 06:00:00+00:00,2023-11-13 18:00:00+00:00,2023-11-14 08:00:00+00:00,2023-11-14 15:59:00+00:00,True
SEZHUK-231110-261616,CAUK000689,Tractor Unit,Curtain-Side 13.6M Trailer,DN8 5TE,CF15 7UN,53.566639,-0.919839,51.568344,-3.252966,2023-11-13 06:00:00+00:00,2023-11-13 18:00:00+00:00,2023-11-14 08:00:00+00:00,2023-11-14 15:59:00+00:00,True
SEZHUK-231110-261617,CAUK000096,Tractor Unit,Curtain-Side 13.6M Trailer,SS17 9DY,IG11 0DS,51.510091,0.459598,51.515717,0.100453,2023-11-13 09:00:00+00:00,2023-11-13 09:30:00+00:00,2023-11-13 13:30:00+00:00,2023-11-13 14:00:00+00:00,False
SEZHUK-231110-261618,CAUK000689,Tractor Unit,Curtain-Side 13.6M Trailer,DN8 5TE,CF15 7UN,53.566639,-0.919839,51.568344,-3.252966,2023-11-13 06:00:00+00:00,2023-11-13 18:00:00+00:00,2023-11-14 08:00:00+00:00,2023-11-14 15:59:00+00:00,True
SEZHUK-231110-261644,CAUK000250,Tractor Unit,Curtain-Side 13.6M Trailer,DE5 8JX,DONABATE,53.029877,-1.412565,53.483755,-6.13869,2023-11-14 16:30:00+00:00,2023-11-14 17:00:00+00:00,2023-11-16 21:55:00+00:00,2023-11-16 22:25:00+00:00,False
SEZHUK-231110-261645,CAUK000250,Tractor Unit,Curtain-Side 13.6M Trailer,L11 0JA,DONABATE,53.464178,-2.895312,53.483755,-6.13869,2023-11-14 13:00:00+00:00,2023-11-14 13:01:00+00:00,2023-11-16 21:55:00+00:00,2023-11-16 22:25:00+00:00,False
SEZHUK-231110-261654,CAUK000155,Tractor Unit,Curtain-Side 13.6M Trailer,L11 0JA,RG2 0PN,53.462845,-2.896967,51.419654,-0.973301,2023-11-11 11:00:00+00:00,2023-11-11 11:01:00+00:00,2023-11-12 12:55:00+00:00,2023-11-12 13:25:00+00:00,True
SEZHUK-231110-261660,CAUK001028,Tractor Unit,Curtain-Side 13.6M Trailer,NP26 3RA,WD24 4UA,51.585139,-2.844668,51.667573,-0.392528,2023-11-14 05:00:00+00:00,2023-11-14 05:30:00+00:00,2023-11-14 10:30:00+00:00,2023-11-14 11:30:00+00:00,True
SEZHUK-231110-261662,CAUK000222,Tractor Unit,Curtain-Side 13.6M Trailer,DE14 2WT,CF11 8TS,52.800481,-1.663328,51.459807,-3.195345,2023-11-14 07:00:00+00:00,2023-11-14 08:00:00+00:00,2023-11-14 12:30:00+00:00,2023-11-14 13:00:00+00:00,False
SEZHUK-231110-261663,CAUK000029,Tractor Unit,Curtain-Side 13.6M Trailer,DN11 9HE,NN6 7TZ,53.437296,-1.068189,52.35193,-1.144734,2023-11-13 15:00:00+00:00,2023-11-13 15:59:00+00:00,2023-11-14 08:55:00+00:00,2023-11-14 09:25:00+00:00,True
SEZHUK-231110-261666,CAUK000689,Tractor Unit,Curtain-Side 13.6M Trailer,DN3 3FG,TQ12 6GN,53.537133,-1.037405,50.55996,-3.669927,2023-11-14 06:00:00+00:00,2023-11-14 16:00:00+00:00,2023-11-15 06:02:00+00:00,2023-11-15 06:30:00+00:00,True
SEZHUK-231110-261679,CAUK000310,Tractor Unit,Curtain-Side 13.6M Trailer,DE14 2WT,DA18 4AG,52.800481,-1.663328,51.497213,0.142124,2023-11-14 09:00:00+00:00,2023-11-14 10:00:00+00:00,2023-11-14 15:30:00+00:00,2023-11-14 16:30:00+00:00,True
SEZHUK-231110-261683,CAUK000155,Tractor Unit,Curtain Side,CV23 8BQ,ML1 4UY,52.334853,-1.18045,55.825996,-3.989714,2023-11-15 16:00:00+00:00,2023-11-15 17:00:00+00:00,2023-11-15 23:00:00+00:00,2023-11-15 23:59:00+00:00,True
SEZHUK-231110-261684,CAUK000155,Tractor Unit,Curtain Side,CV23 8BQ,ML1 4UY,52.334853,-1.18045,55.825996,-3.989714,2023-11-16 16:00:00+00:00,2023-11-16 17:00:00+00:00,2023-11-16 23:00:00+00:00,2023-11-16 23:59:00+00:00,False
SEZHUK-231110-261685,CAUK000155,Tractor Unit,Curtain Side,CV23 8BQ,ML1 4UY,52.334853,-1.18045,55.825996,-3.989714,2023-11-17 16:00:00+00:00,2023-11-17 17:00:00+00:00,2023-11-17 23:00:00+00:00,2023-11-17 23:59:00+00:00,False
SEZHUK-231110-261686,CAUK000222,Tractor Unit,Curtain-Side 13.6M Trailer,DE14 2WT,SN3 4FN,52.800481,-1.663328,51.595572,-1.740649,2023-11-13 22:00:00+00:00,2023-11-13 22:30:00+00:00,2023-11-14 07:30:00+00:00,2023-11-14 08:00:00+00:00,True
SEZHUK-231110-261688,CAUK000155,Tractor Unit,Curtain Side,CV23 8BQ,ML1 4UY,52.334853,-1.18045,55.825996,-3.989714,2023-11-20 16:00:00+00:00,2023-11-20 17:00:00+00:00,2023-11-20 23:00:00+00:00,2023-11-20 23:59:00+00:00,False
SEZHUK-231110-261689,CAUK000155,Tractor Unit,Curtain Side,CV23 8BQ,ML1 4UY,52.334853,-1.18045,55.825996,-3.989714,2023-11-21 16:00:00+00:00,2023-11-21 17:00:00+00:00,2023-11-21 23:00:00+00:00,2023-11-21 23:59:00+00:00,True
SEZHUK-231110-261690,CAUK000155,Tractor Unit,Curtain Side,CV23 8BQ,ML1 4UY,52.334853,-1.18045,55.825996,-3.989714,2023-11-22 16:00:00+00:00,2023-11-22 17:00:00+00:00,2023-11-22 23:00:00+00:00,2023-11-22 23:59:00+00:00,False
SEZHUK-231110-261691,CAUK000155,Tractor Unit,Curtain Side,CV23 8BQ,ML1 4UY,52.334853,-1.18045,55.825996,-3.989714,2023-11-23 16:00:00+00:00,2023-11-23 17:00:00+00:00,2023-11-23 23:00:00+00:00,2023-11-23 23:59:00+00:00,False
SEZHUK-231110-261692,CAUK000155,Tractor Unit,Curtain Side,CV23 8BQ,ML1 4UY,52.334853,-1.18045,55.825996,-3.989714,2023-11-24 16:00:00+00:00,2023-11-24 17:00:00+00:00,2023-11-24 23:00:00+00:00,2023-11-24 23:59:00+00:00,False
SEZHUK-231110-261693,CAUK000155,Tractor Unit,Curtain Side,CV23 8BQ,ML1 4UY,52.334853,-1.18045,55.825996,-3.989714,2023-11-25 16:00:00+00:00,2023-11-25 17:00:00+00:00,2023-11-25 23:00:00+00:00,2023-11-25 23:59:00+00:00,True
SEZHUK-231110-261694,CAUK000155,Tractor Unit,Curtain Side,CV23 8BQ,ML1 4UY,52.334853,-1.18045,55.825996,-3.989714,2023-11-27 16:00:00+00:00,2023-11-27 17:00:00+00:00,2023-11-27 23:00:00+00:00,2023-11-27 23:59:00+00:00,False
SEZHUK-231110-261695,CAUK000155,Tractor Unit,Curtain Side,CV23 8BQ,ML1 4UY,52.334853,-1.18045,55.825996,-3.989714,2023-11-28 16:00:00+00:00,2023-11-28 17:00:00+00:00,2023-11-28 23:00:00+00:00,2023-11-28 23:59:00+00:00,True
SEZHUK-231110-261696,CAUK000155,Tractor Unit,Curtain Side,CV23 8BQ,ML1 4UY,52.334853,-1.18045,55.825996,-3.989714,2023-11-29 16:00:00+00:00,2023-11-29 17:00:00+00:00,2023-11-29 23:00:00+00:00,2023-11-29 23:59:00+00:00,True
SEZHUK-231110-261697,CAUK000155,Tractor Unit,Curtain Side,CV23 8BQ,ML1 4UY,52.334853,-1.18045,55.825996,-3.989714,2023-11-30 16:00:00+00:00,2023-11-30 17:00:00+00:00,2023-11-30 23:00:00+00:00,2023-11-30 23:59:00+00:00,False
SEZHUK-231110-261698,CAUK000155,Tractor Unit,Curtain Side,CV23 8BQ,ML1 4UY,52.334853,-1.18045,55.825996,-3.989714,2023-12-01 16:00:00+00:00,2023-12-01 17:00:00+00:00,2023-12-01 23:00:00+00:00,2023-12-01 23:59:00+00:00,True
